date,monthly_return
2025-01-31,1.6479158139803016
2025-02-28,1.4675434324363974
2025-03-31,1.1609374334297637
2025-04-30,1.5646691630477876
2025-05-31,0.35358183443980673
2025-06-30,0.6182161690902805
2025-07-31,0.8148601763742516
2025-08-31,0.37699707773000135
2025-09-30,0.3926773850569498
2025-10-31,0.6279872077530679
2025-11-30,1.3021810287665336
2025-12-31,0.9653505385441268
2026-01-31,-0.14401671148581263
2026-02-28,0.05371497180379148
2026-03-31,-0.015158106737467314
